Recording timestamp	Computer timestamp	Sensor	Export date	Participant name	Recording date	Gaze point X	Gaze point Y	Gaze point left X	Gaze point left Y	Gaze point right X	Gaze point right Y	Gaze direction left X	Gaze direction left Y	Gaze direction left Z	Gaze direction right X	Gaze direction right Y	Gaze direction right Z	Pupil diameter left	Pupil diameter right	Validity left	Validity right	Eye position left X (DACSmm)	Eye position left Y (DACSmm)	Eye position left Z (DACSmm)	Eye position right X (DACSmm)	Eye position right Y (DACSmm)	Eye position right Z (DACSmm)	Gaze point left X (DACSmm)	Gaze point left Y (DACSmm)	Gaze point right X (DACSmm)	Gaze point right Y (DACSmm)	Gaze point X (MCSnorm)	Gaze point Y (MCSnorm)	Gaze point left X (MCSnorm)	Gaze point left Y (MCSnorm)	Gaze point right X (MCSnorm)	Gaze point right Y (MCSnorm)	Client area position X (DACSpx)	Client area position Y (DACSpx)	Viewport position X	Viewport position Y	Viewport width	Viewport height	Full page width	Full page height
2452974	3987307335	Eye Tracker	07.09.2020	Participant1	07.09.2020	890	473	725	390	1056	556	-0,03244	0,27564	-0,96071	-0,00629	0,31793	-0,94809	3,72	3,80	Valid	Valid	227,2	-146,0	843,4	294,9	-145,6	842,5	198,8	96,0	289,3	136,9														
2461313	3987315674	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
2469643	3987324004	Eye Tracker	07.09.2020	Participant1	07.09.2020	1311	142	960	356	1662	-73	0,04105	0,26698	-0,96283	0,18472	0,14832	-0,97154			Valid	Valid	227,1	-146,6	844,8	294,9	-146,9	844,9	263,1	87,6	455,5	-17,9														
2477979	3987332340	Eye Tracker	07.09.2020	Participant1	07.09.2020	1311	102	960	277	1662	-73	0,04139	0,24642	-0,96828	0,18458	0,14866	-0,97151	3,92	3,76	Valid	Valid	227,0	-146,7	844,9	294,9	-147,3	845,6	263,1	68,3	455,5	-17,9														
2486312	3987340673	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
2494642	3987349003	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
2502971	3987357332	Eye Tracker	07.09.2020	Participant1	07.09.2020	1318	76	975	224	1662	-73	0,04643	0,23228	-0,97154	0,18439	0,14938	-0,97144	3,70	3,71	Valid	Valid	226,8	-146,7	844,7	294,8	-148,1	846,9	267,2	55,2	455,5	-17,9														
2511304	3987365665	Eye Tracker	07.09.2020	Participant1	07.09.2020	1662	-73			1662	-73				0,18442	0,14951	-0,97141			Invalid	Valid				294,7	-148,3	847,1			455,5	-17,9														
2519637	3987373998	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
2527968	3987382329	Eye Tracker	07.09.2020	Participant1	07.09.2020	1045	561	1045	561			0,06696	0,31812	-0,94568				3,92		Valid	Invalid	226,9	-144,5	840,5				286,4	138,2																
2536306	3987390667	Eye Tracker	07.09.2020	Participant1	07.09.2020	997	507	997	507			0,05251	0,30411	-0,95119						Valid	Invalid	227,0	-142,6	837,0				273,2	125,0																
2544697	3987399058	Eye Tracker	07.09.2020	Participant1	07.09.2020	998	289	998	289			0,05373	0,24605	-0,96777						Valid	Invalid	227,2	-140,9	833,8				273,5	71,1																
2552977	3987407338	Eye Tracker	07.09.2020	Participant1	07.09.2020	967	340	967	340			0,04383	0,26038	-0,96451				3,78		Valid	Invalid	227,1	-142,0	835,9				265,1	83,7																
2561290	3987415651	Eye Tracker	07.09.2020	Participant1	07.09.2020	959	633	959	633			0,04005	0,33562	-0,94114						Valid	Invalid	227,2	-142,8	837,5				262,8	155,8																
2569626	3987423987	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
2577960	3987432321	Eye Tracker	07.09.2020	Participant1	07.09.2020	950	659	950	659			0,03693	0,34239	-0,93883				3,83		Valid	Invalid	227,3	-144,1	839,8				260,3	162,2																
2586289	3987440650	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
2594633	3987448994	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
2602965	3987457326	Eye Tracker	07.09.2020	Participant1	07.09.2020	922	613	922	613			0,02838	0,33195	-0,94287				3,76		Valid	Invalid	227,4	-146,0	843,3				252,8	150,9																
2611301	3987465662	Eye Tracker	07.09.2020	Participant1	07.09.2020	869	552	869	552			0,01201	0,31762	-0,94814						Valid	Invalid	227,3	-147,4	845,9				238,1	135,9																
2619693	3987474054	Eye Tracker	07.09.2020	Participant1	07.09.2020	1112	249			1112	249				0,01046	0,24150	-0,97034			Invalid	Valid				295,5	-150,5	851,2			304,7	61,4														
2627965	3987482326	Eye Tracker	07.09.2020	Participant1	07.09.2020	837	446	837	446			0,00267	0,29227	-0,95633				3,74		Valid	Invalid	227,1	-149,9	850,2				229,5	110,0																
2636318	3987490679	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
2644632	3987498993	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
2652979	3987507340	Eye Tracker	07.09.2020	Participant1	07.09.2020	791	364	791	364			-0,01107	0,27255	-0,96208				3,80		Valid	Invalid	226,7	-152,7	855,5				216,9	89,6																
2661328	3987515689	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
2669629	3987523990	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
2677959	3987532320	Eye Tracker	07.09.2020	Participant1	07.09.2020	959	579	935	603	983	555	0,03270	0,33289	-0,94240	-0,02883	0,32110	-0,94661	3,82	3,93	Valid	Valid	226,5	-155,2	860,0	295,6	-154,8	858,9	256,3	148,5	269,4	136,6														
2686296	3987540657	Eye Tracker	07.09.2020	Participant1	07.09.2020	859	516	859	516			0,00972	0,31227	-0,94994						Valid	Invalid	226,5	-156,3	862,0				235,3	127,1																
2694633	3987548994	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
2703018	3987557379	Eye Tracker	07.09.2020	Participant1	07.09.2020	968	493	870	468	1067	518	0,01339	0,30106	-0,95351	-0,00379	0,31296	-0,94976	3,88	3,97	Valid	Valid	226,4	-157,7	864,5	295,7	-156,0	861,1	238,5	115,2	292,3	127,7														
2711293	3987565654	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
2719684	3987574045	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
2727959	3987582320	Eye Tracker	07.09.2020	Participant1	07.09.2020	951	534	867	548	1035	520	0,01205	0,31983	-0,94740	-0,01319	0,31221	-0,94992	3,74	3,82	Valid	Valid	226,6	-155,6	860,5	295,5	-153,0	855,5	237,5	134,9	283,6	128,2														
2736347	3987590708	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
2744684	3987599045	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
2753010	3987607371	Eye Tracker	07.09.2020	Participant1	07.09.2020	952	587	952	587			0,03791	0,32669	-0,94437				3,83		Valid	Invalid	227,0	-148,5	847,4				261,0	144,7																
2761291	3987615652	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
2769622	3987623983	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
2777953	3987632314	Eye Tracker	07.09.2020	Participant1	07.09.2020	960	643	960	643			0,04000	0,33841	-0,94015				3,86		Valid	Invalid	227,3	-143,3	837,8				263,0	158,3																
2786287	3987640648	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
2794620	3987648981	Eye Tracker	07.09.2020	Participant1	07.09.2020	1085	224			1085	224				0,00387	0,22649	-0,97401			Invalid	Valid				294,2	-137,0	826,0			297,4	55,1														
2802951	3987657312	Eye Tracker	07.09.2020	Participant1	07.09.2020	979	501	916	581	1043	420	0,02666	0,32198	-0,94637	-0,00971	0,27893	-0,96026	3,61	3,57	Valid	Valid	227,7	-139,6	830,8	294,1	-135,8	823,7	251,1	143,1	285,7	103,5														
2811284	3987665645	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
2819645	3987674006	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
2828007	3987682368	Eye Tracker	07.09.2020	Participant1	07.09.2020	1041	427			1041	427				-0,01015	0,27936	-0,96013		3,75	Invalid	Valid				293,8	-132,8	818,2			285,2	105,2														
2836284	3987690645	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
2844618	3987698979	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
2852950	3987707311	Eye Tracker	07.09.2020	Participant1	07.09.2020	1047	536			1047	536				-0,00769	0,30710	-0,95165		3,56	Invalid	Valid				293,5	-130,8	814,4			287,0	132,1														
2861342	3987715703	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
2869617	3987723978	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
2877948	3987732309	Eye Tracker	07.09.2020	Participant1	07.09.2020	1020	596			1020	596				-0,01583	0,32202	-0,94660		3,64	Invalid	Valid				293,2	-129,3	811,7			279,6	146,8														
2886281	3987740642	Eye Tracker	07.09.2020	Participant1	07.09.2020	725	527	725	527			-0,03375	0,30554	-0,95158						Valid	Invalid	227,7	-133,0	818,6				198,7	129,8																
2894614	3987748975	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
2902950	3987757311	Eye Tracker	07.09.2020	Participant1	07.09.2020	918	558	827	540	1010	576	-0,00115	0,30877	-0,95114	-0,01905	0,31633	-0,94846	3,46	3,62	Valid	Valid	227,7	-132,4	817,3	292,9	-128,3	809,8	226,7	133,0	276,7	141,8														
2911282	3987765643	Eye Tracker	07.09.2020	Participant1	07.09.2020	835	478	835	478			0,00145	0,29449	-0,95565						Valid	Invalid	227,5	-136,3	824,6				228,7	117,8																
2919613	3987773974	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
2927933	3987782294	Eye Tracker	07.09.2020	Participant1	07.09.2020	738	366	738	366			-0,02889	0,26755	-0,96311				3,64		Valid	Invalid	227,3	-141,5	834,2				202,3	90,2																
2936267	3987790628	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
2944603	3987798964	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
2952940	3987807301	Eye Tracker	07.09.2020	Participant1	07.09.2020	757	426	757	426			-0,02242	0,28493	-0,95829				3,76		Valid	Invalid	227,2	-145,0	840,7				207,5	104,9																
2961278	3987815639	Eye Tracker	07.09.2020	Participant1	07.09.2020	841	489	841	489			0,00380	0,30171	-0,95339						Valid	Invalid	227,2	-146,2	842,9				230,5	120,5																
2969611	3987823972	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
2977947	3987832308	Eye Tracker	07.09.2020	Participant1	07.09.2020	920	477	822	430	1018	524	-0,00207	0,28744	-0,95780	-0,01777	0,31008	-0,95054	3,84	3,74	Valid	Valid	227,1	-147,8	845,7	294,9	-145,6	841,6	225,3	106,0	279,1	128,9														
2986339	3987840700	Eye Tracker	07.09.2020	Participant1	07.09.2020	911	504	911	504			0,02543	0,30612	-0,95165						Valid	Invalid	227,1	-148,2	846,5				249,7	124,1																
2994608	3987848969	Eye Tracker	07.09.2020	Participant1	07.09.2020	1018	524			1018	524				-0,01790	0,31062	-0,95036			Invalid	Valid				295,0	-146,9	844,1			279,1	128,9														
3002940	3987857301	Eye Tracker	07.09.2020	Participant1	07.09.2020	996	581	937	640	1056	523	0,03297	0,33957	-0,94000	-0,00643	0,31063	-0,95051	3,74	3,83	Valid	Valid	227,1	-148,4	846,8	295,1	-147,4	844,8	256,8	157,5	289,4	128,7														
3011309	3987865670	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3019607	3987873968	Eye Tracker	07.09.2020	Participant1	07.09.2020	1056	523			1056	523				-0,00649	0,31078	-0,95046			Invalid	Valid				295,1	-147,8	845,8			289,4	128,7														
3027935	3987882296	Eye Tracker	07.09.2020	Participant1	07.09.2020	968	540	935	503	1001	576	0,03258	0,30574	-0,95156	-0,02332	0,32407	-0,94575	3,77	3,93	Valid	Valid	227,2	-148,0	846,1	295,2	-148,0	846,0	256,1	123,9	274,3	141,9														
3036320	3987890681	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3044605	3987898966	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3052935	3987907296	Eye Tracker	07.09.2020	Participant1	07.09.2020	983	594	966	598	1001	589	0,04187	0,32905	-0,94338	-0,02321	0,32726	-0,94465	3,80	3,92	Valid	Valid	227,2	-147,4	845,1	295,2	-148,1	846,4	264,7	147,4	274,4	145,1														
3061269	3987915630	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3069636	3987923997	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3077934	3987932295	Eye Tracker	07.09.2020	Participant1	07.09.2020	996	551	942	612	1050	489	0,03462	0,33254	-0,94245	-0,00832	0,30257	-0,95309	3,79	3,82	Valid	Valid	227,1	-147,2	844,6	295,0	-148,3	846,7	258,1	150,8	287,6	120,5														
3086269	3987940630	Eye Tracker	07.09.2020	Participant1	07.09.2020	824	534	824	534			-0,00118	0,31324	-0,94967						Valid	Invalid	227,0	-147,2	844,7				225,9	131,4																
3094596	3987948957	Eye Tracker	07.09.2020	Participant1	07.09.2020	1045	470			1045	470				-0,00971	0,29785	-0,95456			Invalid	Valid				294,9	-148,7	847,4			286,3	115,7														
3102929	3987957290	Eye Tracker	07.09.2020	Participant1	07.09.2020	922	465	806	446	1038	484	-0,00681	0,29012	-0,95697	-0,01129	0,30054	-0,95370	3,71	3,82	Valid	Valid	226,9	-145,1	840,8	294,6	-146,5	843,2	220,9	109,8	284,6	119,3														
3111266	3987965627	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3119602	3987973963	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3127927	3987982288	Eye Tracker	07.09.2020	Participant1	07.09.2020	1211	666			1211	666				0,04236	0,34448	-0,93784		2,63	Invalid	Valid				294,1	-143,9	838,3			332,0	164,0														
3136305	3987990666	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3144598	3987998959	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3152926	3988007287	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3161261	3988015622	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3169596	3988023957	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3177926	3988032287	Eye Tracker	07.09.2020	Participant1	07.09.2020	1049	817			1049	817				-0,00769	0,38093	-0,92457		3,42	Invalid	Valid				294,5	-145,1	840,5			287,5	201,2														
3186262	3988040623	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3194593	3988048954	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3202926	3988057287	Eye Tracker	07.09.2020	Participant1	07.09.2020	984	700			984	700				-0,02749	0,35157	-0,93576		3,70	Invalid	Valid				294,1	-139,9	831,2			269,7	172,4														
3211262	3988065623	Eye Tracker	07.09.2020	Participant1	07.09.2020	-212	1250	-212	1250			-0,29035	0,45374	-0,84251						Valid	Invalid	227,4	-138,4	828,7				-58,1	307,9																
3219591	3988073952	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3227926	3988082287	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3236257	3988090618	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3244592	3988098953	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3252926	3988107287	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3261258	3988115619	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3269589	3988123950	Eye Tracker	07.09.2020	Participant1	07.09.2020	811	376	811	376			-0,00652	0,26584	-0,96400						Valid	Invalid	227,8	-133,1	818,6				222,3	92,7																
3277924	3988132285	Eye Tracker	07.09.2020	Participant1	07.09.2020	872	472	872	472			0,01313	0,29111	-0,95660				3,50		Valid	Invalid	227,7	-132,6	817,7				239,0	116,2																
3286256	3988140617	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3294586	3988148947	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3302916	3988157277	Eye Tracker	07.09.2020	Participant1	07.09.2020	900	516	900	516			0,02204	0,30211	-0,95302				3,66		Valid	Invalid	227,7	-131,5	815,6				246,6	127,1																
3311253	3988165614	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3319589	3988173950	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3327979	3988182340	Eye Tracker	07.09.2020	Participant1	07.09.2020	990	722	990	722			0,04999	0,35389	-0,93395				3,66		Valid	Invalid	227,7	-130,6	814,1				271,3	177,9																
3336251	3988190612	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3344587	3988198948	Eye Tracker	07.09.2020	Participant1	07.09.2020	952	540	952	540			0,03883	0,30766	-0,95070						Valid	Invalid	227,7	-130,1	813,4				261,0	133,1																
3352948	3988207309	Eye Tracker	07.09.2020	Participant1	07.09.2020	939	498	939	498			0,03488	0,29646	-0,95441				3,60		Valid	Invalid	227,7	-130,0	813,1				257,4	122,6																
3361304	3988215665	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3369582	3988223943	Eye Tracker	07.09.2020	Participant1	07.09.2020	1180	-86			1180	-86				0,03787	0,12921	-0,99089			Invalid	Valid				292,7	-126,5	807,0			323,5	-21,3														
3377913	3988232274	Eye Tracker	07.09.2020	Participant1	07.09.2020	1017	387	942	500	1093	274	0,03562	0,29681	-0,95427	0,00835	0,23342	-0,97234	3,54	3,69	Valid	Valid	227,7	-129,4	812,3	292,6	-126,2	806,5	258,1	123,3	299,6	67,4														
3386247	3988240608	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3394578	3988248939	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3402970	3988257331	Eye Tracker	07.09.2020	Participant1	07.09.2020	1008	420	918	603	1097	237	0,02773	0,32329	-0,94589	0,00973	0,22237	-0,97491	3,45	3,49	Valid	Valid	227,9	-128,9	811,8	292,7	-125,4	805,3	251,7	148,5	300,7	58,3														
3411250	3988265611	Eye Tracker	07.09.2020	Participant1	07.09.2020	752	500	752	500			-0,02579	0,29626	-0,95476						Valid	Invalid	227,9	-128,8	811,6				206,0	123,1																
3419574	3988273935	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3427927	3988282288	Eye Tracker	07.09.2020	Participant1	07.09.2020	892	619	792	555	992	683	-0,01285	0,31094	-0,95034	-0,02440	0,34227	-0,93928	3,72	3,67	Valid	Valid	228,0	-128,7	811,3	292,8	-124,8	804,2	217,1	136,8	271,9	168,3														
3436303	3988290664	Eye Tracker	07.09.2020	Participant1	07.09.2020	948	603	948	603			0,03709	0,32302	-0,94566						Valid	Invalid	228,0	-128,6	811,2				259,8	148,5																
3444574	3988298935	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3452908	3988307269	Eye Tracker	07.09.2020	Participant1	07.09.2020	966	620	934	580	999	660	0,03267	0,31714	-0,94782	-0,02226	0,33626	-0,94151	3,64	3,69	Valid	Valid	228,1	-128,6	810,9	292,7	-124,3	803,2	256,0	142,8	273,7	162,5														
3461244	3988315605	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3469580	3988323941	Eye Tracker	07.09.2020	Participant1	07.09.2020	1252	214	911	479	1593	-51	0,02557	0,29084	-0,95643	0,17497	0,13554	-0,97520			Valid	Valid	228,1	-128,5	810,7	292,7	-124,1	802,7	249,8	118,1	436,7	-12,5														
3477906	3988332267	Eye Tracker	07.09.2020	Participant1	07.09.2020	1252	206	910	463	1593	-51	0,02521	0,28917	-0,95694	0,17237	0,14014	-0,97501	3,57	3,56	Valid	Valid	227,7	-133,9	820,5	293,1	-129,2	812,1	249,3	114,1	436,7	-12,5														
3486242	3988340603	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3494668	3988349029	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3502918	3988357279	Eye Tracker	07.09.2020	Participant1	07.09.2020	1256	192	918	435	1593	-51	0,02802	0,28666	-0,95762	0,16771	0,14822	-0,97463	3,64	3,81	Valid	Valid	227,1	-143,8	838,7	294,0	-138,6	829,3	251,7	107,3	436,7	-12,5														
3511237	3988365598	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3519573	3988373934	Eye Tracker	07.09.2020	Participant1	07.09.2020	1188	257	958	545	1418	-32	0,04001	0,31541	-0,94811	0,11134	0,15655	-0,98137			Valid	Valid	227,1	-146,1	843,0	294,2	-140,7	833,1	262,6	134,3	388,7	-7,8														
3527918	3988382279	Eye Tracker	07.09.2020	Participant1	07.09.2020	1181	279	945	590	1418	-32	0,03568	0,32678	-0,94443	0,11119	0,15691	-0,98133	3,78	3,79	Valid	Valid	227,0	-146,7	844,0	294,3	-141,1	833,9	258,9	145,3	388,7	-7,8														
3536234	3988390595	Eye Tracker	07.09.2020	Participant1	07.09.2020	1029	165			1029	165				-0,01438	0,21325	-0,97689			Invalid	Valid				294,2	-141,4	834,4			282,0	40,7														
3544571	3988398932	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3552905	3988407266	Eye Tracker	07.09.2020	Participant1	07.09.2020	1004	411	968	643	1040	179	0,04255	0,34000	-0,93946	-0,01085	0,21726	-0,97605	3,77	3,80	Valid	Valid	227,0	-147,9	846,3	294,4	-142,1	835,7	265,3	158,4	285,1	44,0														
3561235	3988415596	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3569559	3988423920	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3577891	3988432252	Eye Tracker	07.09.2020	Participant1	07.09.2020	931	354	944	563	918	144	0,03543	0,32103	-0,94641	-0,04996	0,20822	-0,97680	3,75	3,71	Valid	Valid	226,9	-149,1	848,5	294,5	-143,0	837,6	258,7	138,8	251,6	35,5														
3586220	3988440581	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3594555	3988448916	Eye Tracker	07.09.2020	Participant1	07.09.2020	1193	275			1193	275				0,03745	0,24408	-0,96903			Invalid	Valid				294,6	-143,6	838,8			327,0	67,7														
3602898	3988457259	Eye Tracker	07.09.2020	Participant1	07.09.2020	1110	411	958	634	1262	189	0,03950	0,33751	-0,94049	0,06003	0,21897	-0,97388	3,79	3,70	Valid	Valid	227,0	-147,3	845,3	294,3	-141,1	834,3	262,5	156,1	345,8	46,5														
3611233	3988465594	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3619564	3988473925	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3627900	3988482261	Eye Tracker	07.09.2020	Participant1	07.09.2020	1239	254			1239	254				0,05401	0,23310	-0,97095		3,75	Invalid	Valid				293,8	-135,0	823,1			339,5	62,6														
3636235	3988490596	Eye Tracker	07.09.2020	Participant1	07.09.2020	1059	388	874	532	1245	244	0,01379	0,30947	-0,95081	0,05633	0,22935	-0,97171			Valid	Valid	227,5	-139,5	831,2	293,5	-133,4	820,1	239,5	131,0	341,1	60,2														
3644579	3988498940	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3652886	3988507247	Eye Tracker	07.09.2020	Participant1	07.09.2020	806	474	806	474			-0,00774	0,29335	-0,95597				3,78		Valid	Invalid	227,6	-136,8	826,2				220,9	116,7																
3661218	3988515579	Eye Tracker	07.09.2020	Participant1	07.09.2020	1282	-170			1282	-170				0,07099	0,10678	-0,99175			Invalid	Valid				293,1	-129,5	812,9			351,3	-42,0														
3669586	3988523947	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3677884	3988532245	Eye Tracker	07.09.2020	Participant1	07.09.2020	1035	138	787	446	1282	-170	-0,01399	0,28468	-0,95852	0,07156	0,10485	-0,99191	3,60	3,63	Valid	Valid	227,7	-133,7	820,4	293,0	-127,5	809,1	215,7	109,9	351,3	-42,0														
3686215	3988540576	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3694560	3988548921	Eye Tracker	07.09.2020	Participant1	07.09.2020	952	546	952	546			0,03860	0,30981	-0,95002						Valid	Invalid	227,7	-132,1	817,4				261,0	134,5																
3702894	3988557255	Eye Tracker	07.09.2020	Participant1	07.09.2020	1111	67	940	305	1282	-170	0,03555	0,24521	-0,96882	0,07247	0,10264	-0,99208	3,74	3,68	Valid	Valid	227,7	-131,5	816,2	292,5	-125,3	804,8	257,6	75,1	351,3	-42,0														
3711226	3988565587	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3719558	3988573919	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3727880	3988582241	Eye Tracker	07.09.2020	Participant1	07.09.2020	947	293	947	293			0,03806	0,24094	-0,96979				3,69		Valid	Invalid	227,5	-130,0	813,3				259,5	72,1																
3736318	3988590679	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3744579	3988598940	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3752877	3988607238	Eye Tracker	07.09.2020	Participant1	07.09.2020	996	625	996	625			0,05294	0,32869	-0,94295				3,59		Valid	Invalid	227,5	-129,1	811,7				273,1	153,9																
3761231	3988615592	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3769554	3988623915	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3777888	3988632249	Eye Tracker	07.09.2020	Participant1	07.09.2020	989	693	989	693			0,05016	0,34573	-0,93699				3,64		Valid	Invalid	227,6	-128,6	810,9				271,0	170,6																
3786220	3988640581	Eye Tracker	07.09.2020	Participant1	07.09.2020	796	512	796	512			-0,01112	0,29953	-0,95402						Valid	Invalid	227,6	-128,4	810,7				218,1	126,1																
3794559	3988648920	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3802886	3988657247	Eye Tracker	07.09.2020	Participant1	07.09.2020	773	456	773	456			-0,01857	0,28454	-0,95848				3,54		Valid	Invalid	227,7	-128,3	810,5				212,0	112,3																
3811270	3988665631	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3819602	3988673963	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3827878	3988682239	Eye Tracker	07.09.2020	Participant1	07.09.2020	808	511	808	511			-0,00747	0,29904	-0,95421				3,71		Valid	Invalid	227,8	-128,2	810,4				221,4	125,8																
3836211	3988690572	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3844609	3988698970	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
3852883	3988707244	Eye Tracker	07.09.2020	Participant1	07.09.2020	1000	695	1000	695			0,05354	0,34611	-0,93667				3,71		Valid	Invalid	227,9	-128,2	810,4				274,2	171,3																
