Recording timestamp	Computer timestamp	Sensor	Export date	Participant name	Recording date	Gaze point X	Gaze point Y	Gaze point left X	Gaze point left Y	Gaze point right X	Gaze point right Y	Gaze direction left X	Gaze direction left Y	Gaze direction left Z	Gaze direction right X	Gaze direction right Y	Gaze direction right Z	Pupil diameter left	Pupil diameter right	Validity left	Validity right	Eye position left X (DACSmm)	Eye position left Y (DACSmm)	Eye position left Z (DACSmm)	Eye position right X (DACSmm)	Eye position right Y (DACSmm)	Eye position right Z (DACSmm)	Gaze point left X (DACSmm)	Gaze point left Y (DACSmm)	Gaze point right X (DACSmm)	Gaze point right Y (DACSmm)	Gaze point X (MCSnorm)	Gaze point Y (MCSnorm)	Gaze point left X (MCSnorm)	Gaze point left Y (MCSnorm)	Gaze point right X (MCSnorm)	Gaze point right Y (MCSnorm)	Client area position X (DACSpx)	Client area position Y (DACSpx)	Viewport position X	Viewport position Y	Viewport width	Viewport height	Full page width	Full page height
136480	3984990841	Eye Tracker	07.09.2020	Participant1	07.09.2020	1308	1664			1308	1664				0,06513	0,55094	-0,83200			Invalid	Valid				294,5	-132,6	819,1			358,6	409,8														
144908	3984999269	Eye Tracker	07.09.2020	Participant1	07.09.2020	816	1197	816	1197			-0,00611	0,46247	-0,88661						Valid	Invalid	229,2	-131,5	817,6				223,5	294,9																
153128	3985007489	Eye Tracker	07.09.2020	Participant1	07.09.2020	863	1313	863	1313			0,00784	0,48627	-0,87378				3,79		Valid	Invalid	229,2	-131,2	817,0				236,5	323,5																
161554	3985015915	Eye Tracker	07.09.2020	Participant1	07.09.2020	852	884			852	884				-0,06830	0,39194	-0,91745			Invalid	Valid				294,4	-131,5	817,3			233,6	217,6														
169881	3985024242	Eye Tracker	07.09.2020	Participant1	07.09.2020	919	1427	919	1427			0,02383	0,50855	-0,86070						Valid	Invalid	229,3	-130,6	815,8				251,9	351,5																
178138	3985032499	Eye Tracker	07.09.2020	Participant1	07.09.2020	962	1341	955	1488	969	1194	0,03392	0,52006	-0,85346	-0,03130	0,46160	-0,88653	3,95	3,92	Valid	Valid	229,3	-130,3	815,4	294,5	-131,0	816,3	261,7	366,5	265,7	294,0														
186495	3985040856	Eye Tracker	07.09.2020	Participant1	07.09.2020	1004	1472	886	1492	1122	1453	0,01415	0,52108	-0,85339	0,01369	0,51378	-0,85781			Valid	Valid	229,2	-130,1	814,9	294,4	-130,8	815,8	242,8	367,5	307,4	357,8														
194800	3985049161	Eye Tracker	07.09.2020	Participant1	07.09.2020	921	1467	921	1467			0,02412	0,51624	-0,85610						Valid	Invalid	229,4	-129,9	814,6				252,3	361,3																
203130	3985057491	Eye Tracker	07.09.2020	Participant1	07.09.2020	1034	1478	932	1491	1135	1465	0,02742	0,52071	-0,85330	0,01752	0,51617	-0,85631	4,00	4,17	Valid	Valid	229,3	-129,8	814,3	294,5	-130,5	815,2	255,5	367,1	311,1	360,9														
211526	3985065887	Eye Tracker	07.09.2020	Participant1	07.09.2020	1247	1398			1247	1398				0,05012	0,50259	-0,86307			Invalid	Valid				294,4	-130,3	814,9			341,7	344,2														
219797	3985074158	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
228126	3985082487	Eye Tracker	07.09.2020	Participant1	07.09.2020	1020	1494	923	1511	1118	1476	0,02469	0,52467	-0,85095	0,01258	0,51827	-0,85512	3,93	3,89	Valid	Valid	229,3	-129,4	813,6	294,4	-130,1	814,4	252,9	372,2	306,3	363,5														
236551	3985090912	Eye Tracker	07.09.2020	Participant1	07.09.2020	1105	1463			1105	1463				0,00910	0,51587	-0,85662			Invalid	Valid				294,3	-129,9	814,2			302,9	360,4														
244805	3985099166	Eye Tracker	07.09.2020	Participant1	07.09.2020	1153	1475			1153	1475				0,02293	0,51792	-0,85512			Invalid	Valid				294,3	-129,8	814,1			316,1	363,2														
253124	3985107485	Eye Tracker	07.09.2020	Participant1	07.09.2020	1073	1525	1007	1560	1138	1490	0,04876	0,53323	-0,84456	0,01868	0,52090	-0,85342	3,90	3,88	Valid	Valid	229,1	-129,2	813,2	294,2	-129,8	813,9	276,1	384,3	312,0	367,0														
261469	3985115830	Eye Tracker	07.09.2020	Participant1	07.09.2020	1138	1490			1138	1490				0,01879	0,52090	-0,85341			Invalid	Valid				294,1	-129,7	813,8			312,0	367,0														
269790	3985124151	Eye Tracker	07.09.2020	Participant1	07.09.2020	1151	1424	1049	1454	1253	1395	0,06139	0,51310	-0,85613	0,05226	0,50197	-0,86330			Valid	Valid	229,1	-129,1	813,1	294,2	-129,7	813,7	287,4	358,2	343,4	343,5														
278123	3985132484	Eye Tracker	07.09.2020	Participant1	07.09.2020	1189	1384	1020	1409	1359	1358	0,05344	0,50461	-0,86169	0,08343	0,49381	-0,86556	3,85	3,97	Valid	Valid	229,0	-129,1	813,1	294,1	-129,6	813,7	279,5	347,0	372,5	334,6														
286515	3985140876	Eye Tracker	07.09.2020	Participant1	07.09.2020	1400	1354			1400	1354				0,09531	0,49246	-0,86510			Invalid	Valid				294,0	-129,6	813,6			383,6	333,5														
294853	3985149214	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
303121	3985157482	Eye Tracker	07.09.2020	Participant1	07.09.2020	1030	1436	1030	1436			0,05620	0,50976	-0,85848				3,86		Valid	Invalid	229,0	-129,2	813,3				282,2	353,7																
311464	3985165825	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
319798	3985174159	Eye Tracker	07.09.2020	Participant1	07.09.2020	984	1437	984	1437			0,04289	0,51013	-0,85903						Valid	Invalid	229,1	-129,3	813,5				269,7	353,8																
328186	3985182547	Eye Tracker	07.09.2020	Participant1	07.09.2020	961	1408	961	1408			0,03647	0,50472	-0,86251				3,83		Valid	Invalid	229,0	-129,3	813,6				263,4	346,8																
336452	3985190813	Eye Tracker	07.09.2020	Participant1	07.09.2020	911	1418	911	1418			0,02198	0,50683	-0,86177						Valid	Invalid	229,0	-129,3	813,6				249,7	349,2																
344787	3985199148	Eye Tracker	07.09.2020	Participant1	07.09.2020	879	1455	879	1455			0,01237	0,51402	-0,85769						Valid	Invalid	229,1	-129,3	813,7				240,8	358,4																
353110	3985207471	Eye Tracker	07.09.2020	Participant1	07.09.2020	929	1424	929	1424			0,02723	0,50790	-0,86099				3,97		Valid	Invalid	229,0	-129,3	813,8				254,7	350,8																
361454	3985215815	Eye Tracker	07.09.2020	Participant1	07.09.2020	1080	1327			1080	1327				0,00216	0,48913	-0,87221			Invalid	Valid				293,9	-129,2	813,2			295,9	326,8														
369867	3985224228	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
378109	3985232470	Eye Tracker	07.09.2020	Participant1	07.09.2020	1106	1378			1106	1378				0,00959	0,49936	-0,86634		3,91	Invalid	Valid				294,0	-129,2	813,1			303,0	339,5														
386500	3985240861	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
394775	3985249136	Eye Tracker	07.09.2020	Participant1	07.09.2020	762	1432	762	1432			-0,02139	0,50959	-0,86015						Valid	Invalid	229,1	-129,4	813,8				208,8	352,7																
403105	3985257466	Eye Tracker	07.09.2020	Participant1	07.09.2020	966	1443	863	1456	1068	1431	0,00800	0,51429	-0,85758	-0,00139	0,50960	-0,86041	3,91	4,03	Valid	Valid	229,0	-129,4	813,8	294,0	-129,1	812,9	236,6	358,6	292,7	352,4														
411447	3985265808	Eye Tracker	07.09.2020	Participant1	07.09.2020	1112	1452			1112	1452				0,01065	0,51329	-0,85815			Invalid	Valid				294,5	-133,8	821,6			304,7	357,6														
419846	3985274207	Eye Tracker	07.09.2020	Participant1	07.09.2020	890	1470	890	1470			0,01570	0,51656	-0,85610						Valid	Invalid	228,9	-133,8	821,8				243,9	362,1																
428113	3985282474	Eye Tracker	07.09.2020	Participant1	07.09.2020	1004	1513	919	1524	1089	1501	0,02393	0,52662	-0,84976	0,00415	0,52264	-0,85254	4,00	4,15	Valid	Valid	228,8	-133,4	821,1	294,4	-132,9	819,8	252,0	375,4	298,4	369,7														
436439	3985290800	Eye Tracker	07.09.2020	Participant1	07.09.2020	949	1500	832	1523	1066	1477	-0,00076	0,52653	-0,85015	-0,00216	0,51821	-0,85525			Valid	Valid	228,8	-133,1	820,4	294,3	-132,5	819,0	228,1	375,1	292,2	363,8														
444780	3985299141	Eye Tracker	07.09.2020	Participant1	07.09.2020	831	1469	831	1469			-0,00114	0,51657	-0,85625						Valid	Invalid	228,9	-132,7	819,8				227,8	361,9																
453102	3985307463	Eye Tracker	07.09.2020	Participant1	07.09.2020	945	1477	818	1471	1072	1484	-0,00481	0,51692	-0,85602	-0,00049	0,51954	-0,85444	3,91	4,11	Valid	Valid	228,8	-132,5	819,3	294,3	-131,8	817,8	224,2	362,3	293,8	365,4														
461447	3985315808	Eye Tracker	07.09.2020	Participant1	07.09.2020	952	1452	829	1415	1075	1489	-0,00166	0,50631	-0,86235	0,00053	0,52054	-0,85384			Valid	Valid	228,8	-132,2	818,8	294,1	-131,5	817,1	227,2	348,5	294,6	366,7														
469783	3985324144	Eye Tracker	07.09.2020	Participant1	07.09.2020	700	1390	700	1390			-0,03916	0,50113	-0,86449						Valid	Invalid	228,9	-132,0	818,4				191,8	342,4																
478102	3985332463	Eye Tracker	07.09.2020	Participant1	07.09.2020	902	1422	700	1390	1105	1454	-0,03910	0,50114	-0,86448	0,00914	0,51404	-0,85772	3,92	4,09	Valid	Valid	228,8	-131,8	818,1	294,1	-131,0	816,1	191,8	342,4	302,8	358,1														
486492	3985340853	Eye Tracker	07.09.2020	Participant1	07.09.2020	1111	1451			1111	1451				0,01101	0,51352	-0,85801			Invalid	Valid				294,0	-130,8	815,7			304,5	357,4														
494833	3985349194	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
503100	3985357461	Eye Tracker	07.09.2020	Participant1	07.09.2020	925	1433	751	1431	1099	1436	-0,02417	0,50926	-0,86027	0,00776	0,51068	-0,85974	3,75	4,04	Valid	Valid	228,8	-131,4	817,3	294,0	-130,3	814,9	205,8	352,4	301,3	353,7														
511433	3985365794	Eye Tracker	07.09.2020	Participant1	07.09.2020	968	1473	831	1510	1105	1435	-0,00108	0,52449	-0,85142	0,00949	0,51052	-0,85981			Valid	Valid	228,7	-131,3	817,1	293,9	-130,2	814,6	227,7	372,0	302,9	353,5														
519856	3985374217	Eye Tracker	07.09.2020	Participant1	07.09.2020	831	1510	831	1510			-0,00118	0,52448	-0,85142						Valid	Invalid	228,8	-131,2	816,9				227,7	372,0																
528097	3985382458	Eye Tracker	07.09.2020	Participant1	07.09.2020	1125	1439			1125	1439				0,01517	0,51110	-0,85939		4,18	Invalid	Valid				293,9	-129,8	814,1			308,3	354,3														
536432	3985390793	Eye Tracker	07.09.2020	Participant1	07.09.2020	713	1417	373	1346	1054	1488	-0,13363	0,48846	-0,86229	-0,00523	0,52060	-0,85378			Valid	Valid	228,7	-131,0	816,7	293,9	-129,7	813,9	102,2	331,6	288,9	366,6														
544854	3985399215	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
553181	3985407542	Eye Tracker	07.09.2020	Participant1	07.09.2020	1075	1464			1075	1464				0,00061	0,51595	-0,85662		4,13	Invalid	Valid				294,0	-129,5	813,7			294,5	360,5														
561502	3985415863	Eye Tracker	07.09.2020	Participant1	07.09.2020	801	1399	456	1392	1146	1406	-0,10937	0,49881	-0,85978	0,02127	0,50478	-0,86299			Valid	Valid	228,8	-130,8	816,4	293,9	-129,5	813,6	125,0	342,8	314,0	346,4														
569762	3985424123	Eye Tracker	07.09.2020	Participant1	07.09.2020	769	1472	769	1472			-0,01902	0,51718	-0,85567						Valid	Invalid	229,0	-130,8	816,3				210,8	362,6																
578088	3985432449	Eye Tracker	07.09.2020	Participant1	07.09.2020	953	1456	777	1488	1129	1424	-0,01672	0,52020	-0,85388	0,01618	0,50820	-0,86109	3,98	4,12	Valid	Valid	228,9	-130,7	816,3	294,0	-129,4	813,5	212,9	366,6	309,3	350,7														
586422	3985440783	Eye Tracker	07.09.2020	Participant1	07.09.2020	1099	1455			1099	1455				0,00767	0,51422	-0,85762			Invalid	Valid				294,0	-129,4	813,5			301,3	358,4														
594761	3985449122	Eye Tracker	07.09.2020	Participant1	07.09.2020	765	1421	765	1421			-0,02033	0,50735	-0,86150						Valid	Invalid	229,0	-130,7	816,2				209,8	350,0																
603167	3985457528	Eye Tracker	07.09.2020	Participant1	07.09.2020	933	1408	749	1396	1117	1420	-0,02523	0,50250	-0,86421	0,01282	0,50744	-0,86159	3,90	4,11	Valid	Valid	229,0	-130,6	816,2	294,1	-129,4	813,6	205,2	343,9	306,2	349,8														
611419	3985465780	Eye Tracker	07.09.2020	Participant1	07.09.2020	1164	1377			1164	1377				0,02664	0,49887	-0,86627			Invalid	Valid				294,1	-129,4	813,6			319,1	339,1														
619755	3985474116	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
628084	3985482445	Eye Tracker	07.09.2020	Participant1	07.09.2020	1014	1461	892	1460	1135	1463	0,01644	0,51483	-0,85714	0,01778	0,51558	-0,85666	3,98	4,04	Valid	Valid	229,0	-130,6	816,0	294,1	-129,5	813,7	244,6	359,6	311,0	360,2														
636425	3985490786	Eye Tracker	07.09.2020	Participant1	07.09.2020	1022	1538			1022	1538				-0,01448	0,52973	-0,84804			Invalid	Valid				294,0	-129,5	813,7			280,1	378,8														
644821	3985499182	Eye Tracker	07.09.2020	Participant1	07.09.2020	972	1487	903	1444	1042	1530	0,01948	0,51173	-0,85892	-0,00888	0,52838	-0,84896			Valid	Valid	229,0	-130,5	815,9	294,1	-129,5	813,7	247,5	355,6	285,6	376,9														
653178	3985507539	Eye Tracker	07.09.2020	Participant1	07.09.2020	992	1464	920	1445	1063	1484	0,02459	0,51185	-0,85872	-0,00270	0,51970	-0,85434	3,97	4,11	Valid	Valid	228,9	-130,5	815,9	294,0	-129,5	813,8	252,2	355,8	291,4	365,5														
661448	3985515809	Eye Tracker	07.09.2020	Participant1	07.09.2020	912	1400	750	1294	1073	1505	-0,02490	0,48229	-0,87566	0,00020	0,52373	-0,85188			Valid	Valid	228,8	-130,5	815,8	293,9	-129,6	813,7	205,6	318,8	294,1	370,7														
669832	3985524193	Eye Tracker	07.09.2020	Participant1	07.09.2020	791	1305	791	1305			-0,01286	0,48467	-0,87460						Valid	Invalid	228,9	-130,6	815,8				216,9	321,5																
678079	3985532440	Eye Tracker	07.09.2020	Participant1	07.09.2020	939	1329	771	1224	1108	1434	-0,01902	0,46790	-0,88358	0,01029	0,51039	-0,85988	3,87	4,11	Valid	Valid	228,8	-130,6	815,8	293,9	-129,7	813,7	211,3	301,4	303,6	353,3														
686425	3985540786	Eye Tracker	07.09.2020	Participant1	07.09.2020	1048	1317	957	1294	1139	1340	0,03567	0,48210	-0,87539	0,01898	0,49177	-0,87052			Valid	Valid	228,5	-135,9	825,5	294,3	-135,0	823,4	262,2	318,7	312,3	330,1														
694801	3985549162	Eye Tracker	07.09.2020	Participant1	07.09.2020	962	1361	962	1361			0,03681	0,49528	-0,86795						Valid	Invalid	228,6	-135,4	824,5				263,6	335,1																
703078	3985557439	Eye Tracker	07.09.2020	Participant1	07.09.2020	1080	1284	991	1344	1169	1223	0,04514	0,49176	-0,86956	0,02726	0,46805	-0,88328	4,08	4,17	Valid	Valid	228,3	-139,7	832,6	294,7	-138,7	830,3	271,5	331,1	320,3	301,3														
711436	3985565797	Eye Tracker	07.09.2020	Participant1	07.09.2020	1189	1241			1189	1241				0,03242	0,47157	-0,88123			Invalid	Valid				295,0	-142,1	836,5			325,8	305,6														
719810	3985574171	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
728085	3985582446	Eye Tracker	07.09.2020	Participant1	07.09.2020	1021	1289	1021	1289			0,05355	0,48046	-0,87538				4,04		Valid	Invalid	227,8	-148,2	848,4				279,7	317,4																
736414	3985590775	Eye Tracker	07.09.2020	Participant1	07.09.2020	1029	1209	899	1191	1158	1227	0,01931	0,46172	-0,88681	0,02269	0,46900	-0,88291			Valid	Valid	227,7	-150,0	851,6	295,7	-148,5	848,4	246,3	293,4	317,5	302,2														
744749	3985599110	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
753075	3985607436	Eye Tracker	07.09.2020	Participant1	07.09.2020	993	1309	826	1383	1160	1234	-0,00124	0,49901	-0,86659	0,02286	0,47045	-0,88213	3,99	4,25	Valid	Valid	227,6	-152,5	856,3	296,0	-150,7	852,6	226,4	340,6	318,0	304,0														
761405	3985615766	Eye Tracker	07.09.2020	Participant1	07.09.2020	1014	1347	892	1429	1136	1266	0,01705	0,50740	-0,86154	0,01560	0,47673	-0,87891			Valid	Valid	227,6	-153,3	857,8	296,1	-151,4	853,9	244,6	351,9	311,2	311,8														
769739	3985624100	Eye Tracker	07.09.2020	Participant1	07.09.2020	1012	1323	896	1385	1128	1260	0,01819	0,49931	-0,86623	0,01329	0,47553	-0,87960			Valid	Valid	227,6	-153,9	858,9	296,1	-151,9	854,8	245,6	341,2	309,0	310,3														
778080	3985632441	Eye Tracker	07.09.2020	Participant1	07.09.2020	1026	1324	918	1387	1134	1262	0,02433	0,49966	-0,86588	0,01547	0,47595	-0,87934	4,15	4,31	Valid	Valid	227,7	-151,5	854,6	295,9	-149,5	850,5	251,7	341,6	310,8	310,8														
786403	3985640764	Eye Tracker	07.09.2020	Participant1	07.09.2020	1014	1309	859	1345	1168	1274	0,00775	0,49197	-0,87058	0,02543	0,47812	-0,87792			Valid	Valid	227,8	-149,4	850,7	295,7	-147,4	846,5	235,4	331,3	320,2	313,7														
794745	3985649106	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
803066	3985657427	Eye Tracker	07.09.2020	Participant1	07.09.2020	994	1306	833	1327	1154	1285	0,00039	0,48853	-0,87255	0,02196	0,48036	-0,87680	3,94	4,16	Valid	Valid	228,0	-145,8	844,1	295,3	-143,7	839,9	228,4	326,8	316,4	316,4														
811398	3985665759	Eye Tracker	07.09.2020	Participant1	07.09.2020	1160	1257			1160	1257				0,02383	0,47488	-0,87973			Invalid	Valid				295,1	-142,2	837,0			317,8	309,6														
819742	3985674103	Eye Tracker	07.09.2020	Participant1	07.09.2020	768	1346	768	1346			-0,01829	0,49234	-0,87021						Valid	Invalid	228,1	-142,9	838,7				210,5	331,6																
828067	3985682428	Eye Tracker	07.09.2020	Participant1	07.09.2020	1004	1298	808	1361	1199	1235	-0,00690	0,49538	-0,86865	0,03582	0,47033	-0,88176	4,06	4,17	Valid	Valid	228,1	-141,7	836,4	294,8	-139,6	832,2	221,5	335,3	328,6	304,3														
836406	3985690767	Eye Tracker	07.09.2020	Participant1	07.09.2020	839	1361	839	1361			0,00178	0,49544	-0,86864						Valid	Invalid	228,1	-140,5	834,2				229,8	335,3																
844737	3985699098	Eye Tracker	07.09.2020	Participant1	07.09.2020	891	1317	891	1317			0,01688	0,48669	-0,87341						Valid	Invalid	228,2	-139,5	832,4				244,3	324,3																
853073	3985707434	Eye Tracker	07.09.2020	Participant1	07.09.2020	1036	1263	877	1284	1194	1242	0,01287	0,48030	-0,87701	0,03510	0,47159	-0,88112	4,04	4,14	Valid	Valid	228,1	-138,6	830,6	294,4	-136,7	826,7	240,3	316,3	327,3	305,8														
861398	3985715759	Eye Tracker	07.09.2020	Participant1	07.09.2020	1044	1282	881	1241	1206	1323	0,01430	0,47165	-0,88167	0,03846	0,48799	-0,87200			Valid	Valid	228,1	-137,8	829,1	294,2	-135,9	825,3	241,5	305,7	330,6	325,9														
869732	3985724093	Eye Tracker	07.09.2020	Participant1	07.09.2020	898	1230	898	1230			0,01907	0,46922	-0,88287						Valid	Invalid	228,1	-137,0	827,7				246,0	302,8																
878059	3985732420	Eye Tracker	07.09.2020	Participant1	07.09.2020	1061	1269	911	1202	1211	1335	0,02309	0,46351	-0,88579	0,04007	0,49040	-0,87058	3,90	4,16	Valid	Valid	228,1	-136,4	826,4	294,0	-134,7	822,9	249,6	296,1	331,9	328,8														
886390	3985740751	Eye Tracker	07.09.2020	Participant1	07.09.2020	1028	1275	931	1242	1124	1309	0,02900	0,47165	-0,88131	0,01519	0,48556	-0,87407			Valid	Valid	228,0	-135,8	825,3	293,9	-134,2	821,8	255,2	305,9	308,1	322,4														
894728	3985749089	Eye Tracker	07.09.2020	Participant1	07.09.2020	896	1267	896	1267			0,01863	0,47677	-0,87883						Valid	Invalid	228,1	-135,2	824,2				245,5	311,9																
903058	3985757419	Eye Tracker	07.09.2020	Participant1	07.09.2020	1013	1303	887	1318	1139	1289	0,01588	0,48718	-0,87316	0,01978	0,48146	-0,87624	3,99	4,10	Valid	Valid	228,0	-134,7	823,3	293,7	-133,2	820,2	243,0	324,7	312,2	317,4														
911400	3985765761	Eye Tracker	07.09.2020	Participant1	07.09.2020	736	1236	736	1236			-0,02801	0,47039	-0,88201						Valid	Invalid	227,9	-134,2	822,5				201,8	304,4																
919729	3985774090	Eye Tracker	07.09.2020	Participant1	07.09.2020	953	1228	706	1238	1201	1219	-0,03713	0,47057	-0,88158	0,03826	0,46687	-0,88350			Valid	Valid	228,0	-133,8	821,7	293,6	-132,5	818,8	193,4	304,8	329,1	300,2														
928236	3985782597	Eye Tracker	07.09.2020	Participant1	07.09.2020	963	1222	727	1232	1198	1213	-0,03081	0,46939	-0,88245	0,03762	0,46569	-0,88415	3,96	4,09	Valid	Valid	227,9	-133,4	821,1	293,5	-132,2	818,3	199,3	303,3	328,3	298,8														
936390	3985790751	Eye Tracker	07.09.2020	Participant1	07.09.2020	811	1286	811	1286			-0,00606	0,48072	-0,87685						Valid	Invalid	227,9	-133,1	820,4				222,2	316,7																
944774	3985799135	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
953050	3985807411	Eye Tracker	07.09.2020	Participant1	07.09.2020	985	1129	783	1192	1188	1065	-0,01437	0,46151	-0,88702	0,03563	0,43425	-0,90009	4,01	4,14	Valid	Valid	227,9	-132,7	819,2	293,2	-131,7	816,9	214,6	293,6	325,5	262,4														
961389	3985815750	Eye Tracker	07.09.2020	Participant1	07.09.2020	741	1058	741	1058			-0,02722	0,43266	-0,90115						Valid	Invalid	227,9	-132,4	818,7				203,2	260,6																
969728	3985824089	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
978099	3985832460	Eye Tracker	07.09.2020	Participant1	07.09.2020	887	897	765	906	1009	888	-0,02037	0,39825	-0,91705	-0,01878	0,39423	-0,91882	3,89	4,26	Valid	Valid	227,9	-132,0	817,8	293,1	-131,3	816,0	209,8	223,2	276,4	218,8														
986445	3985840806	Eye Tracker	07.09.2020	Participant1	07.09.2020	909	996	909	996			0,02353	0,41864	-0,90785						Valid	Invalid	227,9	-131,7	817,4				249,1	245,2																
994717	3985849078	Eye Tracker	07.09.2020	Participant1	07.09.2020	1069	854			1069	854				-0,00029	0,38605	-0,92248			Invalid	Valid				293,2	-131,0	815,6			292,9	210,3														
1003049	3985857410	Eye Tracker	07.09.2020	Participant1	07.09.2020	1007	892	898	953	1117	832	0,02034	0,40884	-0,91238	0,01464	0,38077	-0,92455	3,95	3,98	Valid	Valid	227,9	-131,3	816,8	293,1	-130,9	815,4	246,1	234,7	306,0	204,9														
1011441	3985865802	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1019718	3985874079	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1028131	3985882492	Eye Tracker	07.09.2020	Participant1	07.09.2020	1004	928	912	988	1096	869	0,02468	0,41669	-0,90872	0,00834	0,38940	-0,92103	4,00	4,22	Valid	Valid	227,9	-130,8	816,0	293,1	-130,7	815,1	250,1	243,3	300,5	213,9														
1036379	3985890740	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1044715	3985899076	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1053047	3985907408	Eye Tracker	07.09.2020	Participant1	07.09.2020	996	888	920	907	1071	869	0,02730	0,39791	-0,91702	0,00049	0,38941	-0,92106	3,90	4,10	Valid	Valid	227,9	-130,4	815,2	293,1	-130,6	815,0	252,2	223,3	293,6	213,9														
1061378	3985915739	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1069714	3985924075	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1078075	3985932436	Eye Tracker	07.09.2020	Participant1	07.09.2020	989	949	930	969	1048	929	0,03016	0,41224	-0,91058	-0,00650	0,40368	-0,91488	3,89	4,13	Valid	Valid	227,9	-130,0	814,4	293,1	-130,6	814,9	254,9	238,6	287,3	228,9														
1086377	3985940738	Eye Tracker	07.09.2020	Participant1	07.09.2020	1014	882	883	956	1144	808	0,01582	0,40950	-0,91218	0,02341	0,37503	-0,92672			Valid	Valid	227,8	-129,9	814,0	293,0	-130,6	814,8	242,0	235,6	313,6	199,1														
1094713	3985949074	Eye Tracker	07.09.2020	Participant1	07.09.2020	993	900			993	900				-0,02370	0,39671	-0,91764			Invalid	Valid				293,1	-130,6	814,8			272,1	221,6														
1103044	3985957405	Eye Tracker	07.09.2020	Participant1	07.09.2020	977	906			977	906				-0,02848	0,39801	-0,91694		4,14	Invalid	Valid				293,1	-130,6	814,8			267,8	223,0														
1111377	3985965738	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1119712	3985974073	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1128075	3985982436	Eye Tracker	07.09.2020	Participant1	07.09.2020	943	914	893	927	993	900	0,01892	0,40268	-0,91514	-0,02357	0,39675	-0,91762	3,95	4,20	Valid	Valid	227,8	-129,3	812,9	293,0	-130,6	814,8	244,7	228,4	272,1	221,7														
1136376	3985990737	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1144718	3985999079	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1153040	3986007401	Eye Tracker	07.09.2020	Participant1	07.09.2020	1004	881	938	939	1070	822	0,03286	0,40512	-0,91367	0,00025	0,37833	-0,92567	3,91	3,95	Valid	Valid	227,9	-129,0	812,4	293,1	-130,5	814,8	257,1	231,3	293,3	202,5														
1161372	3986015733	Eye Tracker	07.09.2020	Participant1	07.09.2020	893	919	893	919			0,01895	0,40056	-0,91608						Valid	Invalid	227,9	-128,9	812,3				244,7	226,3																
1169710	3986024071	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1178037	3986032398	Eye Tracker	07.09.2020	Participant1	07.09.2020	933	906	859	854	1006	958	0,00863	0,38621	-0,92237	-0,01974	0,41090	-0,91147	3,88	4,26	Valid	Valid	227,8	-133,5	820,9	293,7	-135,2	823,4	235,5	210,2	275,8	236,0														
1186370	3986040731	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1194711	3986049072	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1203036	3986057397	Eye Tracker	07.09.2020	Participant1	07.09.2020	920	889	838	868	1003	910	0,00248	0,39152	-0,92017	-0,02165	0,40143	-0,91563	4,05	4,32	Valid	Valid	227,5	-142,4	837,3	294,7	-143,9	839,5	229,7	213,9	274,8	224,2														
1211368	3986065729	Eye Tracker	07.09.2020	Participant1	07.09.2020	873	829	873	829			0,01315	0,38273	-0,92377						Valid	Invalid	227,4	-143,8	839,9				239,4	204,2																
1219715	3986074076	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
